ID,condition,trialType,objects,ratings
11250,ISO,Control,B,0.883
11251,ISO,Control,C,0.883
11252,ISO,Control,D,0.144
11253,ISO,Control,A,0.883
11254,ISO,Control,B,0.891
11255,ISO,Control,C,0.887
11256,ISO,Control,D,0.145
11257,ISO,Control,A,0.891
11258,ISO,Control,B,0.883
11259,ISO,Control,C,0.887
11260,ISO,Control,D,0.171
11261,ISO,Control,A,0.89
11262,ISO,Control,B,0.884
11263,ISO,Control,C,0.883
11264,ISO,Control,D,0.14
11265,ISO,Control,A,0.883
11266,ISO,Control,B,0.891
11267,ISO,Control,C,0.891
11268,ISO,Control,D,0.178
11269,ISO,Control,A,0.892
11270,ISO,Control,B,0.891
11271,ISO,Control,C,0.889
11272,ISO,Control,D,0.147
11273,ISO,Control,A,0.889
11274,ISO,Control,B,0.891
11275,ISO,Control,C,0.892
11276,ISO,Control,D,0.149
11277,ISO,Control,A,0.892
11278,ISO,Control,B,0.889
11279,ISO,Control,C,0.889
11280,ISO,Control,D,0.162
11281,ISO,Control,A,0.883
11282,ISO,Control,B,0.884
11283,ISO,Control,C,0.883
11284,ISO,Control,D,0.151
11285,ISO,Control,A,0.884
11286,ISO,Control,B,0.891
11287,ISO,Control,C,0.887
11288,ISO,Control,D,0.148
11289,ISO,Control,A,0.888
11290,ISO,Control,B,0.886
11291,ISO,Control,C,0.885
11292,ISO,Control,D,0.176
11293,ISO,Control,A,0.89
11294,ISO,Control,B,0.889
11295,ISO,Control,C,0.891
11296,ISO,Control,D,0.156
11297,ISO,Control,A,0.883
11298,ISO,Control,B,0.883
11299,ISO,Control,C,0.889
11300,ISO,Control,D,0.152
11301,ISO,Control,A,0.892
11302,ISO,Control,B,0.892
11303,ISO,Control,C,0.89
11304,ISO,Control,D,0.16
11305,ISO,Control,A,0.892
11306,ISO,Control,B,0.888
11307,ISO,Control,C,0.886
11308,ISO,Control,D,0.154
11309,ISO,Control,A,0.891
11310,ISO,Control,B,0.891
11311,ISO,Control,C,0.884
11312,ISO,Control,D,0.163
11313,ISO,Control,A,0.889
11314,ISO,Control,B,0.884
11315,ISO,Control,C,0.883
11316,ISO,Control,D,0.146
11317,ISO,Control,A,0.891
11318,ISO,Control,B,0.883
11319,ISO,Control,C,0.892
11320,ISO,Control,D,0.159
11321,ISO,Control,A,0.883
11322,ISO,Control,B,0.889
11323,ISO,Control,C,0.883
11324,ISO,Control,D,0.155
11325,ISO,Control,A,0.883
11326,ISO,Control,B,0.883
11327,ISO,Control,C,0.89
11328,ISO,Control,D,0.155
11329,ISO,Control,A,0.892
11330,ISO,Control,B,0.89
11331,ISO,Control,C,0.883
11332,ISO,Control,D,0.162
11333,ISO,Control,A,0.891
11334,ISO,Control,B,0.891
11335,ISO,Control,C,0.883
11336,ISO,Control,D,0.141
11337,ISO,Control,A,0.891
11338,ISO,Control,B,0.892
11339,ISO,Control,C,0.892
11340,ISO,Control,D,0.154
11341,ISO,Control,A,0.886
11342,ISO,Control,B,0.89
11343,ISO,Control,C,0.892
11344,ISO,Control,D,0.141
11345,ISO,Control,A,0.891
11346,ISO,Control,B,0.883
11347,ISO,Control,C,0.89
11348,ISO,Control,D,0.151
11349,ISO,Control,A,0.892
11350,ISO,Control,B,0.889
11351,ISO,Control,C,0.891
11352,ISO,Control,D,0.145
11353,ISO,Control,A,0.884
11354,ISO,Control,B,0.892
11355,ISO,Control,C,0.888
11356,ISO,Control,D,0.15
11357,ISO,Control,A,0.892
11358,ISO,Control,B,0.891
11359,ISO,Control,C,0.886
11360,ISO,Control,D,0.162
11361,ISO,Control,A,0.891
11362,ISO,Control,B,0.891
11363,ISO,Control,C,0.884
11364,ISO,Control,D,0.145
11365,ISO,Control,A,0.885
11366,ISO,Control,B,0.892
11367,ISO,Control,C,0.883
11368,ISO,Control,D,0.146
11369,ISO,Control,A,0.887
11370,ISO,Control,B,0.887
11371,ISO,Control,C,0.887
11372,ISO,Control,D,0.152
11373,ISO,Control,A,0.888
11374,ISO,Control,B,0.891
11375,ISO,Control,C,0.891
11376,ISO,Control,D,0.158
11377,ISO,Control,A,0.884
11378,ISO,Control,B,0.884
11379,ISO,Control,C,0.883
11380,ISO,Control,D,0.147
11381,ISO,Control,A,0.887
11382,ISO,Control,B,0.883
11383,ISO,Control,C,0.891
11384,ISO,Control,D,0.156
11385,ISO,Control,A,0.887
11386,ISO,Control,B,0.888
11387,ISO,Control,C,0.883
11388,ISO,Control,D,0.156
11389,ISO,Control,A,0.884
11390,ISO,Control,B,0.891
11391,ISO,Control,C,0.884
11392,ISO,Control,D,0.156
11393,ISO,Control,A,0.885
11394,ISO,Control,B,0.887
11395,ISO,Control,C,0.883
11396,ISO,Control,D,0.152
11397,ISO,Control,A,0.89
11398,ISO,Control,B,0.886
11399,ISO,Control,C,0.892
11400,ISO,Control,D,0.143
11401,ISO,Control,A,0.889
11402,ISO,Control,B,0.892
11403,ISO,Control,C,0.892
11404,ISO,Control,D,0.154
11405,ISO,Control,A,0.885
11406,ISO,Control,B,0.883
11407,ISO,Control,C,0.883
11408,ISO,Control,D,0.152
11409,ISO,Control,A,0.883
11410,ISO,Control,B,0.891
11411,ISO,Control,C,0.891
11412,ISO,Control,D,0.15
11413,ISO,Control,A,0.892
11414,ISO,Control,B,0.891
11415,ISO,Control,C,0.891
11416,ISO,Control,D,0.147
11417,ISO,Control,A,0.892
11418,ISO,Control,B,0.892
11419,ISO,Control,C,0.885
11420,ISO,Control,D,0.151
11421,ISO,Control,A,0.891
11422,ISO,Control,B,0.888
11423,ISO,Control,C,0.886
11424,ISO,Control,D,0.163
11425,ISO,Control,A,0.883
11426,ISO,Control,B,0.885
11427,ISO,Control,C,0.892
11428,ISO,Control,D,0.149
11429,ISO,Control,A,0.889
11430,ISO,Control,B,0.883
11431,ISO,Control,C,0.891
11432,ISO,Control,D,0.157
11433,ISO,Control,A,0.892
11434,ISO,Control,B,0.883
11435,ISO,Control,C,0.886
11436,ISO,Control,D,0.162
11437,ISO,Control,A,0.883
11438,ISO,Control,B,0.891
11439,ISO,Control,C,0.884
11440,ISO,Control,D,0.15
11441,ISO,Control,A,0.89
11442,ISO,Control,B,0.89
11443,ISO,Control,C,0.887
11444,ISO,Control,D,0.153
11445,ISO,Control,A,0.89
11446,ISO,Control,B,0.892
11447,ISO,Control,C,0.892
11448,ISO,Control,D,0.15
11449,ISO,Control,A,0.889
11450,ISO,Control,B,0.884
11451,ISO,Control,C,0.886
11452,ISO,Control,D,0.153
11453,ISO,Control,A,0.892
11454,ISO,Control,B,0.884
11455,ISO,Control,C,0.892
11456,ISO,Control,D,0.157
11457,ISO,Control,A,0.885
11458,ISO,Control,B,0.885
11459,ISO,Control,C,0.883
11460,ISO,Control,D,0.15
11461,ISO,Control,A,0.888
11462,ISO,Control,B,0.884
11463,ISO,Control,C,0.891
11464,ISO,Control,D,0.147
11465,ISO,Control,A,0.892
11466,ISO,Control,B,0.891
11467,ISO,Control,C,0.883
11468,ISO,Control,D,0.165
11469,ISO,Control,A,0.883
11470,ISO,Control,B,0.883
11471,ISO,Control,C,0.891
11472,ISO,Control,D,0.15
11473,ISO,Control,A,0.883
11474,ISO,Control,B,0.89
11475,ISO,Control,C,0.883
11476,ISO,Control,D,0.147
11477,ISO,Control,A,0.891
11478,ISO,Control,B,0.887
11479,ISO,Control,C,0.883
11480,ISO,Control,D,0.151
11481,ISO,Control,A,0.888
11482,ISO,Control,B,0.89
11483,ISO,Control,C,0.89
11484,ISO,Control,D,0.173
11485,ISO,Control,A,0.886
11486,ISO,Control,B,0.89
11487,ISO,Control,C,0.883
11488,ISO,Control,D,0.15
11489,ISO,Control,A,0.883
11490,ISO,Control,B,0.888
11491,ISO,Control,C,0.888
11492,ISO,Control,D,0.163
11493,ISO,Control,A,0.887
11494,ISO,Control,B,0.89
11495,ISO,Control,C,0.887
11496,ISO,Control,D,0.156
11497,ISO,Control,A,0.885
11498,ISO,Control,B,0.885
11499,ISO,Control,C,0.888
11500,ISO,Control,D,0.148
11501,ISO,Control,A,0.886
11502,ISO,Control,B,0.89
11503,ISO,Control,C,0.884
11504,ISO,Control,D,0.153
11505,ISO,Control,A,0.892
11506,ISO,Control,B,0.891
11507,ISO,Control,C,0.883
11508,ISO,Control,D,0.141
11509,ISO,Control,A,0.886
11510,ISO,Control,B,0.889
11511,ISO,Control,C,0.892
11512,ISO,Control,D,0.154
11513,ISO,Control,A,0.883
11514,ISO,Control,B,0.885
11515,ISO,Control,C,0.889
11516,ISO,Control,D,0.152
11517,ISO,Control,A,0.884
11518,ISO,Control,B,0.891
11519,ISO,Control,C,0.883
11520,ISO,Control,D,0.148
11521,ISO,Control,A,0.883
11522,ISO,Control,B,0.89
11523,ISO,Control,C,0.883
11524,ISO,Control,D,0.158
11525,ISO,Control,A,0.889
11526,ISO,Control,B,0.884
11527,ISO,Control,C,0.885
11528,ISO,Control,D,0.155
11529,ISO,Control,A,0.892
11530,ISO,Control,B,0.892
11531,ISO,Control,C,0.888
11532,ISO,Control,D,0.145
11533,ISO,Control,A,0.889
11534,ISO,Control,B,0.886
11535,ISO,Control,C,0.892
11536,ISO,Control,D,0.156
11537,ISO,Control,A,0.884
11538,ISO,Control,B,0.891
11539,ISO,Control,C,0.884
11540,ISO,Control,D,0.155
11541,ISO,Control,A,0.892
11542,ISO,Control,B,0.883
11543,ISO,Control,C,0.884
11544,ISO,Control,D,0.145
11545,ISO,Control,A,0.888
11546,ISO,Control,B,0.89
11547,ISO,Control,C,0.886
11548,ISO,Control,D,0.178
11549,ISO,Control,A,0.885
11550,ISO,Control,B,0.885
11551,ISO,Control,C,0.883
11552,ISO,Control,D,0.178
11553,ISO,Control,A,0.883
11554,ISO,Control,B,0.892
11555,ISO,Control,C,0.883
11556,ISO,Control,D,0.164
11557,ISO,Control,A,0.889
11558,ISO,Control,B,0.883
11559,ISO,Control,C,0.891
11560,ISO,Control,D,0.147
11561,ISO,Control,A,0.89
11562,ISO,Control,B,0.883
11563,ISO,Control,C,0.891
11564,ISO,Control,D,0.152
11565,ISO,Control,A,0.883
11566,ISO,Control,B,0.891
11567,ISO,Control,C,0.891
11568,ISO,Control,D,0.148
11569,ISO,Control,A,0.889
11570,ISO,Control,B,0.884
11571,ISO,Control,C,0.891
11572,ISO,Control,D,0.177
11573,ISO,Control,A,0.888
11574,ISO,Control,B,0.89
11575,ISO,Control,C,0.886
11576,ISO,Control,D,0.143
11577,ISO,Control,A,0.889
11578,ISO,Control,B,0.883
11579,ISO,Control,C,0.891
11580,ISO,Control,D,0.178
11581,ISO,Control,A,0.891
11582,ISO,Control,B,0.889
11583,ISO,Control,C,0.892
11584,ISO,Control,D,0.151
11585,ISO,Control,A,0.891
11586,ISO,Control,B,0.892
11587,ISO,Control,C,0.889
11588,ISO,Control,D,0.151
11589,ISO,Control,A,0.884
11590,ISO,Control,B,0.885
11591,ISO,Control,C,0.885
11592,ISO,Control,D,0.157
11593,ISO,Control,A,0.883
11594,ISO,Control,B,0.885
11595,ISO,Control,C,0.884
11596,ISO,Control,D,0.162
11597,ISO,Control,A,0.885
11598,ISO,Control,B,0.889
11599,ISO,Control,C,0.885
11600,ISO,Control,D,0.156
11601,ISO,Control,A,0.888
11602,ISO,Control,B,0.889
11603,ISO,Control,C,0.891
11604,ISO,Control,D,0.155
11605,ISO,Control,A,0.883
11606,ISO,Control,B,0.89
11607,ISO,Control,C,0.891
11608,ISO,Control,D,0.143
11609,ISO,Control,A,0.889
11610,ISO,Control,B,0.89
11611,ISO,Control,C,0.885
11612,ISO,Control,D,0.158
11613,ISO,Control,A,0.891
11614,ISO,Control,B,0.89
11615,ISO,Control,C,0.883
11616,ISO,Control,D,0.152
11617,ISO,Control,A,0.888
11618,ISO,Control,B,0.884
11619,ISO,Control,C,0.888
11620,ISO,Control,D,0.154
11621,ISO,Control,A,0.884
11622,ISO,Control,B,0.883
11623,ISO,Control,C,0.89
11624,ISO,Control,D,0.151
11625,ISO,Control,A,0.892
11626,ISO,Control,B,0.892
11627,ISO,Control,C,0.892
11628,ISO,Control,D,0.151
11629,ISO,Control,A,0.891
11630,ISO,Control,B,0.884
11631,ISO,Control,C,0.891
11632,ISO,Control,D,0.16
11633,ISO,Control,A,0.892
11634,ISO,Control,B,0.884
11635,ISO,Control,C,0.892
11636,ISO,Control,D,0.174
11637,ISO,Control,A,0.883
11638,ISO,Control,B,0.892
11639,ISO,Control,C,0.892
11640,ISO,Control,D,0.158
11641,ISO,Control,A,0.886
11642,ISO,Control,B,0.885
11643,ISO,Control,C,0.891
11644,ISO,Control,D,0.169
11645,ISO,Control,A,0.888
11646,ISO,Control,B,0.89
11647,ISO,Control,C,0.883
11648,ISO,Control,D,0.145
11649,ISO,Control,A,0.883
11650,ISO,Control,B,0.888
11651,ISO,Control,C,0.887
11652,ISO,Control,D,0.172
11653,ISO,Control,A,0.889
11654,ISO,Control,B,0.883
11655,ISO,Control,C,0.892
11656,ISO,Control,D,0.153
11657,ISO,Control,A,0.883
11658,ISO,Control,B,0.885
11659,ISO,Control,C,0.883
11660,ISO,Control,D,0.157
11661,ISO,Control,A,0.883
11662,ISO,Control,B,0.89
11663,ISO,Control,C,0.891
11664,ISO,Control,D,0.158
11665,ISO,Control,A,0.891
11666,ISO,Control,B,0.886
11667,ISO,Control,C,0.891
11668,ISO,Control,D,0.175
11669,ISO,Control,A,0.886
11670,ISO,Control,B,0.892
11671,ISO,Control,C,0.891
11672,ISO,Control,D,0.152
11673,ISO,Control,A,0.887
11674,ISO,Control,B,0.888
11675,ISO,Control,C,0.883
11676,ISO,Control,D,0.157
11677,ISO,Control,A,0.886
11678,ISO,Control,B,0.883
11679,ISO,Control,C,0.883
11680,ISO,Control,D,0.151
11681,ISO,Control,A,0.892
11682,ISO,Control,B,0.891
11683,ISO,Control,C,0.891
11684,ISO,Control,D,0.149
11685,ISO,Control,A,0.885
11686,ISO,Control,B,0.888
11687,ISO,Control,C,0.883
11688,ISO,Control,D,0.145
11689,ISO,Control,A,0.884
11690,ISO,Control,B,0.891
11691,ISO,Control,C,0.883
11692,ISO,Control,D,0.147
11693,ISO,Control,A,0.891
11694,ISO,Control,B,0.89
11695,ISO,Control,C,0.891
11696,ISO,Control,D,0.146
11697,ISO,Control,A,0.892
11698,ISO,Control,B,0.883
11699,ISO,Control,C,0.883
11700,ISO,Control,D,0.15
11701,ISO,Control,A,0.892
11702,ISO,Control,B,0.888
11703,ISO,Control,C,0.883
11704,ISO,Control,D,0.174
11705,ISO,Control,A,0.887
11706,ISO,Control,B,0.89
11707,ISO,Control,C,0.884
11708,ISO,Control,D,0.151
11709,ISO,Control,A,0.89
11710,ISO,Control,B,0.883
11711,ISO,Control,C,0.891
11712,ISO,Control,D,0.168
11713,ISO,Control,A,0.892
11714,ISO,Control,B,0.883
11715,ISO,Control,C,0.888
11716,ISO,Control,D,0.159
11717,ISO,Control,A,0.892
11718,ISO,Control,B,0.883
11719,ISO,Control,C,0.885
11720,ISO,Control,D,0.151
11721,ISO,Control,A,0.883
11722,ISO,Control,B,0.884
11723,ISO,Control,C,0.883
11724,ISO,Control,D,0.169
11725,ISO,Control,A,0.891
11726,ISO,Control,B,0.883
11727,ISO,Control,C,0.891
11728,ISO,Control,D,0.152
11729,ISO,Control,A,0.887
11730,ISO,Control,B,0.89
11731,ISO,Control,C,0.887
11732,ISO,Control,D,0.145
11733,ISO,Control,A,0.89
11734,ISO,Control,B,0.883
11735,ISO,Control,C,0.885
11736,ISO,Control,D,0.147
11737,ISO,Control,A,0.891
11738,ISO,Control,B,0.884
11739,ISO,Control,C,0.888
11740,ISO,Control,D,0.156
11741,ISO,Control,A,0.886
11742,ISO,Control,B,0.892
11743,ISO,Control,C,0.886
11744,ISO,Control,D,0.147
11745,ISO,Control,A,0.884
11746,ISO,Control,B,0.89
11747,ISO,Control,C,0.889
11748,ISO,Control,D,0.15
11749,ISO,Control,A,0.883
11750,ISO,Control,B,0.883
11751,ISO,Control,C,0.883
11752,ISO,Control,D,0.15
11753,ISO,Control,A,0.886
11754,ISO,Control,B,0.885
11755,ISO,Control,C,0.892
11756,ISO,Control,D,0.144
11757,ISO,Control,A,0.892
11758,ISO,Control,B,0.883
11759,ISO,Control,C,0.89
11760,ISO,Control,D,0.163
11761,ISO,Control,A,0.885
11762,ISO,Control,B,0.891
11763,ISO,Control,C,0.883
11764,ISO,Control,D,0.15
11765,ISO,Control,A,0.883
11766,ISO,Control,B,0.885
11767,ISO,Control,C,0.891
11768,ISO,Control,D,0.146
11769,ISO,Control,A,0.891
11770,ISO,Control,B,0.887
11771,ISO,Control,C,0.891
11772,ISO,Control,D,0.156
11773,ISO,Control,A,0.885
11774,ISO,Control,B,0.891
11775,ISO,Control,C,0.892
11776,ISO,Control,D,0.159
11777,ISO,Control,A,0.885
11778,ISO,Control,B,0.883
11779,ISO,Control,C,0.883
11780,ISO,Control,D,0.152
11781,ISO,Control,A,0.892
11782,ISO,Control,B,0.889
11783,ISO,Control,C,0.891
11784,ISO,Control,D,0.142
11785,ISO,Control,A,0.883
11786,ISO,Control,B,0.887
11787,ISO,Control,C,0.883
11788,ISO,Control,D,0.142
11789,ISO,Control,A,0.883
11790,ISO,Control,B,0.892
11791,ISO,Control,C,0.892
11792,ISO,Control,D,0.175
11793,ISO,Control,A,0.886
11794,ISO,Control,B,0.885
11795,ISO,Control,C,0.891
11796,ISO,Control,D,0.15
11797,ISO,Control,A,0.886
11798,ISO,Control,B,0.89
11799,ISO,Control,C,0.883
11800,ISO,Control,D,0.146
11801,ISO,Control,A,0.891
11802,ISO,Control,B,0.886
11803,ISO,Control,C,0.883
11804,ISO,Control,D,0.153
11805,ISO,Control,A,0.883
11806,ISO,Control,B,0.885
11807,ISO,Control,C,0.883
11808,ISO,Control,D,0.16
11809,ISO,Control,A,0.887
11810,ISO,Control,B,0.886
11811,ISO,Control,C,0.892
11812,ISO,Control,D,0.164
11813,ISO,Control,A,0.89
11814,ISO,Control,B,0.889
11815,ISO,Control,C,0.883
11816,ISO,Control,D,0.153
11817,ISO,Control,A,0.892
11818,ISO,Control,B,0.892
11819,ISO,Control,C,0.889
11820,ISO,Control,D,0.149
11821,ISO,Control,A,0.891
11822,ISO,Control,B,0.883
11823,ISO,Control,C,0.89
11824,ISO,Control,D,0.154
11825,ISO,Control,A,0.883
11826,ISO,Control,B,0.891
11827,ISO,Control,C,0.891
11828,ISO,Control,D,0.15
11829,ISO,Control,A,0.892
11830,ISO,Control,B,0.891
11831,ISO,Control,C,0.89
11832,ISO,Control,D,0.154
11833,ISO,Control,A,0.889
11834,ISO,Control,B,0.884
11835,ISO,Control,C,0.891
11836,ISO,Control,D,0.141
11837,ISO,Control,A,0.891
11838,ISO,Control,B,0.892
11839,ISO,Control,C,0.888
11840,ISO,Control,D,0.157
11841,ISO,Control,A,0.892
11842,ISO,Control,B,0.891
11843,ISO,Control,C,0.886
11844,ISO,Control,D,0.165
11845,ISO,Control,A,0.886
11846,ISO,Control,B,0.891
11847,ISO,Control,C,0.891
11848,ISO,Control,D,0.142
11849,ISO,Control,A,0.892
11850,ISO,Control,B,0.891
11851,ISO,Control,C,0.89
11852,ISO,Control,D,0.161
11853,ISO,Control,A,0.889
11854,ISO,Control,B,0.886
11855,ISO,Control,C,0.883
11856,ISO,Control,D,0.147
11857,ISO,Control,A,0.883
11858,ISO,Control,B,0.892
11859,ISO,Control,C,0.891
11860,ISO,Control,D,0.149
11861,ISO,Control,A,0.883
11862,ISO,Control,B,0.888
11863,ISO,Control,C,0.89
11864,ISO,Control,D,0.153
11865,ISO,Control,A,0.891
11866,ISO,Control,B,0.891
11867,ISO,Control,C,0.892
11868,ISO,Control,D,0.172
11869,ISO,Control,A,0.883
11870,ISO,Control,B,0.892
11871,ISO,Control,C,0.886
11872,ISO,Control,D,0.151
11873,ISO,Control,A,0.889
11874,ISO,Control,B,0.885
11875,ISO,Control,C,0.892
11876,ISO,Control,D,0.142
11877,ISO,Control,A,0.891
11878,ISO,Control,B,0.891
11879,ISO,Control,C,0.89
11880,ISO,Control,D,0.157
11881,ISO,Control,A,0.892
11882,ISO,Control,B,0.888
11883,ISO,Control,C,0.883
11884,ISO,Control,D,0.162
11885,ISO,Control,A,0.883
11886,ISO,Control,B,0.883
11887,ISO,Control,C,0.891
11888,ISO,Control,D,0.157
11889,ISO,Control,A,0.892
11890,ISO,Control,B,0.883
11891,ISO,Control,C,0.884
11892,ISO,Control,D,0.148
11893,ISO,Control,A,0.891
11894,ISO,Control,B,0.887
11895,ISO,Control,C,0.883
11896,ISO,Control,D,0.151
11897,ISO,Control,A,0.892
11898,ISO,Control,B,0.891
11899,ISO,Control,C,0.888
11900,ISO,Control,D,0.15
11901,ISO,Control,A,0.892
11902,ISO,Control,B,0.886
11903,ISO,Control,C,0.884
11904,ISO,Control,D,0.163
11905,ISO,Control,A,0.883
11906,ISO,Control,B,0.891
11907,ISO,Control,C,0.883
11908,ISO,Control,D,0.158
11909,ISO,Control,A,0.884
11910,ISO,Control,B,0.892
11911,ISO,Control,C,0.883
11912,ISO,Control,D,0.147
11913,ISO,Control,A,0.883
11914,ISO,Control,B,0.889
11915,ISO,Control,C,0.892
11916,ISO,Control,D,0.151
11917,ISO,Control,A,0.884
11918,ISO,Control,B,0.888
11919,ISO,Control,C,0.89
11920,ISO,Control,D,0.14
11921,ISO,Control,A,0.887
11922,ISO,Control,B,0.889
11923,ISO,Control,C,0.888
11924,ISO,Control,D,0.144
11925,ISO,Control,A,0.883
11926,ISO,Control,B,0.89
11927,ISO,Control,C,0.884
11928,ISO,Control,D,0.149
11929,ISO,Control,A,0.892
11930,ISO,Control,B,0.888
11931,ISO,Control,C,0.892
11932,ISO,Control,D,0.147
11933,ISO,Control,A,0.892
11934,ISO,Control,B,0.887
11935,ISO,Control,C,0.883
11936,ISO,Control,D,0.144
11937,ISO,Control,A,0.883
11938,ISO,Control,B,0.887
11939,ISO,Control,C,0.89
11940,ISO,Control,D,0.152
11941,ISO,Control,A,0.883
11942,ISO,Control,B,0.883
11943,ISO,Control,C,0.889
11944,ISO,Control,D,0.173
11945,ISO,Control,A,0.888
11946,ISO,Control,B,0.888
11947,ISO,Control,C,0.892
11948,ISO,Control,D,0.143
11949,ISO,Control,A,0.883
11950,ISO,Control,B,0.888
11951,ISO,Control,C,0.891
11952,ISO,Control,D,0.149
11953,ISO,Control,A,0.89
11954,ISO,Control,B,0.883
11955,ISO,Control,C,0.886
11956,ISO,Control,D,0.15
11957,ISO,Control,A,0.891
11958,ISO,Control,B,0.883
11959,ISO,Control,C,0.887
11960,ISO,Control,D,0.146
11961,ISO,Control,A,0.892
11962,ISO,Control,B,0.891
11963,ISO,Control,C,0.884
11964,ISO,Control,D,0.141
11965,ISO,Control,A,0.891
11966,ISO,Control,B,0.89
11967,ISO,Control,C,0.883
11968,ISO,Control,D,0.151
11969,ISO,Control,A,0.883
11970,ISO,Control,B,0.883
11971,ISO,Control,C,0.891
11972,ISO,Control,D,0.143
11973,ISO,Control,A,0.884
11974,ISO,Control,B,0.891
11975,ISO,Control,C,0.886
11976,ISO,Control,D,0.146
11977,ISO,Control,A,0.889
11978,ISO,Control,B,0.883
11979,ISO,Control,C,0.887
11980,ISO,Control,D,0.145
11981,ISO,Control,A,0.883
11982,ISO,Control,B,0.884
11983,ISO,Control,C,0.892
11984,ISO,Control,D,0.142
11985,ISO,Control,A,0.891
11986,ISO,Control,B,0.886
11987,ISO,Control,C,0.883
11988,ISO,Control,D,0.168
11989,ISO,Control,A,0.892
11990,ISO,Control,B,0.883
11991,ISO,Control,C,0.891
11992,ISO,Control,D,0.155
11993,ISO,Control,A,0.887
11994,ISO,Control,B,0.883
11995,ISO,Control,C,0.883
11996,ISO,Control,D,0.156
11997,ISO,Control,A,0.884
11998,ISO,Control,B,0.883
11999,ISO,Control,C,0.89
12000,ISO,Control,D,0.15
12001,ISO,Control,A,0.891
12002,ISO,Control,B,0.883
12003,ISO,Control,C,0.883
12004,ISO,Control,D,0.145
12005,ISO,Control,A,0.889
12006,ISO,Control,B,0.891
12007,ISO,Control,C,0.892
12008,ISO,Control,D,0.149
12009,ISO,Control,A,0.883
12010,ISO,Control,B,0.883
12011,ISO,Control,C,0.892
12012,ISO,Control,D,0.148
12013,ISO,Control,A,0.886
12014,ISO,Control,B,0.891
12015,ISO,Control,C,0.891
12016,ISO,Control,D,0.143
12017,ISO,Control,A,0.892
12018,ISO,Control,B,0.892
12019,ISO,Control,C,0.892
12020,ISO,Control,D,0.149
12021,ISO,Control,A,0.883
12022,ISO,Control,B,0.888
12023,ISO,Control,C,0.887
12024,ISO,Control,D,0.173
12025,ISO,Control,A,0.883
12026,ISO,Control,B,0.89
12027,ISO,Control,C,0.891
12028,ISO,Control,D,0.148
12029,ISO,Control,A,0.885
12030,ISO,Control,B,0.89
12031,ISO,Control,C,0.883
12032,ISO,Control,D,0.154
12033,ISO,Control,A,0.883
12034,ISO,Control,B,0.885
12035,ISO,Control,C,0.888
12036,ISO,Control,D,0.151
12037,ISO,Control,A,0.883
12038,ISO,Control,B,0.885
12039,ISO,Control,C,0.891
12040,ISO,Control,D,0.148
12041,ISO,Control,A,0.892
12042,ISO,Control,B,0.891
12043,ISO,Control,C,0.883
12044,ISO,Control,D,0.156
12045,ISO,Control,A,0.888
12046,ISO,Control,B,0.889
12047,ISO,Control,C,0.891
12048,ISO,Control,D,0.143
12049,ISO,Control,A,0.883
12050,ISO,Control,B,0.889
12051,ISO,Control,C,0.884
12052,ISO,Control,D,0.15
12053,ISO,Control,A,0.892
12054,ISO,Control,B,0.892
12055,ISO,Control,C,0.891
12056,ISO,Control,D,0.178
12057,ISO,Control,A,0.883
12058,ISO,Control,B,0.886
12059,ISO,Control,C,0.89
12060,ISO,Control,D,0.152
12061,ISO,Control,A,0.892
12062,ISO,Control,B,0.883
12063,ISO,Control,C,0.886
12064,ISO,Control,D,0.151
12065,ISO,Control,A,0.883
12066,ISO,Control,B,0.89
12067,ISO,Control,C,0.891
12068,ISO,Control,D,0.159
12069,ISO,Control,A,0.891
12070,ISO,Control,B,0.883
12071,ISO,Control,C,0.884
12072,ISO,Control,D,0.153
12073,ISO,Control,A,0.884
12074,ISO,Control,B,0.891
12075,ISO,Control,C,0.891
12076,ISO,Control,D,0.15
12077,ISO,Control,A,0.884
12078,ISO,Control,B,0.892
12079,ISO,Control,C,0.891
12080,ISO,Control,D,0.148
12081,ISO,Control,A,0.883
12082,ISO,Control,B,0.891
12083,ISO,Control,C,0.883
12084,ISO,Control,D,0.148
12085,ISO,Control,A,0.892
12086,ISO,Control,B,0.883
12087,ISO,Control,C,0.888
12088,ISO,Control,D,0.156
12089,ISO,Control,A,0.892
12090,ISO,Control,B,0.892
12091,ISO,Control,C,0.883
12092,ISO,Control,D,0.164
12093,ISO,Control,A,0.89
12094,ISO,Control,B,0.891
12095,ISO,Control,C,0.887
12096,ISO,Control,D,0.164
12097,ISO,Control,A,0.883
12098,ISO,Control,B,0.892
12099,ISO,Control,C,0.891
12100,ISO,Control,D,0.149
12101,ISO,Control,A,0.89
12102,ISO,Control,B,0.892
12103,ISO,Control,C,0.891
12104,ISO,Control,D,0.159
12105,ISO,Control,A,0.885
12106,ISO,Control,B,0.891
12107,ISO,Control,C,0.885
12108,ISO,Control,D,0.15
12109,ISO,Control,A,0.892
12110,ISO,Control,B,0.883
12111,ISO,Control,C,0.891
12112,ISO,Control,D,0.152
12113,ISO,Control,A,0.89
12114,ISO,Control,B,0.89
12115,ISO,Control,C,0.89
12116,ISO,Control,D,0.153
12117,ISO,Control,A,0.883
12118,ISO,Control,B,0.885
12119,ISO,Control,C,0.886
12120,ISO,Control,D,0.161
12121,ISO,Control,A,0.891
12122,ISO,Control,B,0.883
