ID,condition,trialType,objects,ratings
3223,BB,Control,C,0.891
3224,BB,Control,D,0.854
3225,BB,Control,A,0.892
3226,BB,Control,B,0.885
3227,BB,Control,C,0.883
3228,BB,Control,D,0.856
3229,BB,Control,A,0.89
3230,BB,Control,B,0.891
3231,BB,Control,C,0.891
3232,BB,Control,D,0.837
3233,BB,Control,A,0.891
3234,BB,Control,B,0.89
3235,BB,Control,C,0.891
3236,BB,Control,D,0.853
3237,BB,Control,A,0.886
3238,BB,Control,B,0.883
3239,BB,Control,C,0.892
3240,BB,Control,D,0.845
3241,BB,Control,A,0.884
3242,BB,Control,B,0.885
3243,BB,Control,C,0.891
3244,BB,Control,D,0.849
3245,BB,Control,A,0.892
3246,BB,Control,B,0.892
3247,BB,Control,C,0.884
3248,BB,Control,D,0.846
3249,BB,Control,A,0.892
3250,BB,Control,B,0.888
3251,BB,Control,C,0.891
3252,BB,Control,D,0.846
3253,BB,Control,A,0.884
3254,BB,Control,B,0.891
3255,BB,Control,C,0.891
3256,BB,Control,D,0.853
3257,BB,Control,A,0.883
3258,BB,Control,B,0.884
3259,BB,Control,C,0.884
3260,BB,Control,D,0.855
3261,BB,Control,A,0.885
3262,BB,Control,B,0.889
3263,BB,Control,C,0.889
3264,BB,Control,D,0.849
3265,BB,Control,A,0.892
3266,BB,Control,B,0.888
3267,BB,Control,C,0.883
3268,BB,Control,D,0.847
3269,BB,Control,A,0.883
3270,BB,Control,B,0.889
3271,BB,Control,C,0.892
3272,BB,Control,D,0.854
3273,BB,Control,A,0.89
3274,BB,Control,B,0.891
3275,BB,Control,C,0.883
3276,BB,Control,D,0.85
3277,BB,Control,A,0.886
3278,BB,Control,B,0.891
3279,BB,Control,C,0.89
3280,BB,Control,D,0.849
3281,BB,Control,A,0.889
3282,BB,Control,B,0.885
3283,BB,Control,C,0.883
3284,BB,Control,D,0.842
3285,BB,Control,A,0.888
3286,BB,Control,B,0.883
3287,BB,Control,C,0.883
3288,BB,Control,D,0.854
3289,BB,Control,A,0.885
3290,BB,Control,B,0.883
3291,BB,Control,C,0.883
3292,BB,Control,D,0.844
3293,BB,Control,A,0.883
3294,BB,Control,B,0.883
3295,BB,Control,C,0.886
3296,BB,Control,D,0.832
3297,BB,Control,A,0.883
3298,BB,Control,B,0.891
3299,BB,Control,C,0.888
3300,BB,Control,D,0.859
3301,BB,Control,A,0.885
3302,BB,Control,B,0.891
3303,BB,Control,C,0.885
3304,BB,Control,D,0.849
3305,BB,Control,A,0.889
3306,BB,Control,B,0.889
3307,BB,Control,C,0.892
3308,BB,Control,D,0.852
3309,BB,Control,A,0.883
3310,BB,Control,B,0.883
3311,BB,Control,C,0.892
3312,BB,Control,D,0.847
3313,BB,Control,A,0.885
3314,BB,Control,B,0.891
3315,BB,Control,C,0.883
3316,BB,Control,D,0.826
3317,BB,Control,A,0.885
3318,BB,Control,B,0.892
3319,BB,Control,C,0.892
3320,BB,Control,D,0.826
3321,BB,Control,A,0.89
3322,BB,Control,B,0.883
3323,BB,Control,C,0.885
3324,BB,Control,D,0.85
3325,BB,Control,A,0.883
3326,BB,Control,B,0.886
3327,BB,Control,C,0.888
3328,BB,Control,D,0.836
3329,BB,Control,A,0.891
3330,BB,Control,B,0.892
3331,BB,Control,C,0.889
3332,BB,Control,D,0.841
3333,BB,Control,A,0.886
3334,BB,Control,B,0.885
3335,BB,Control,C,0.892
3336,BB,Control,D,0.855
3337,BB,Control,A,0.887
3338,BB,Control,B,0.887
3339,BB,Control,C,0.887
3340,BB,Control,D,0.847
3341,BB,Control,A,0.886
3342,BB,Control,B,0.884
3343,BB,Control,C,0.891
3344,BB,Control,D,0.836
3345,BB,Control,A,0.89
3346,BB,Control,B,0.885
3347,BB,Control,C,0.892
3348,BB,Control,D,0.838
3349,BB,Control,A,0.891
3350,BB,Control,B,0.884
3351,BB,Control,C,0.884
3352,BB,Control,D,0.85
3353,BB,Control,A,0.888
3354,BB,Control,B,0.891
3355,BB,Control,C,0.883
3356,BB,Control,D,0.842
3357,BB,Control,A,0.883
3358,BB,Control,B,0.892
3359,BB,Control,C,0.883
3360,BB,Control,D,0.855
3361,BB,Control,A,0.89
3362,BB,Control,B,0.883
3363,BB,Control,C,0.883
3364,BB,Control,D,0.846
3365,BB,Control,A,0.883
3366,BB,Control,B,0.885
3367,BB,Control,C,0.886
3368,BB,Control,D,0.832
3369,BB,Control,A,0.891
3370,BB,Control,B,0.892
3371,BB,Control,C,0.884
3372,BB,Control,D,0.854
3373,BB,Control,A,0.887
3374,BB,Control,B,0.883
3375,BB,Control,C,0.883
3376,BB,Control,D,0.849
3377,BB,Control,A,0.891
3378,BB,Control,B,0.883
3379,BB,Control,C,0.883
3380,BB,Control,D,0.85
3381,BB,Control,A,0.89
3382,BB,Control,B,0.892
3383,BB,Control,C,0.883
3384,BB,Control,D,0.855
3385,BB,Control,A,0.892
3386,BB,Control,B,0.884
3387,BB,Control,C,0.891
3388,BB,Control,D,0.855
3389,BB,Control,A,0.883
3390,BB,Control,B,0.887
3391,BB,Control,C,0.888
3392,BB,Control,D,0.855
3393,BB,Control,A,0.892
3394,BB,Control,B,0.891
3395,BB,Control,C,0.89
3396,BB,Control,D,0.86
3397,BB,Control,A,0.892
3398,BB,Control,B,0.884
3399,BB,Control,C,0.886
3400,BB,Control,D,0.833
3401,BB,Control,A,0.892
3402,BB,Control,B,0.888
3403,BB,Control,C,0.883
3404,BB,Control,D,0.844
3405,BB,Control,A,0.886
3406,BB,Control,B,0.883
3407,BB,Control,C,0.883
3408,BB,Control,D,0.849
3409,BB,Control,A,0.891
3410,BB,Control,B,0.891
3411,BB,Control,C,0.889
3412,BB,Control,D,0.859
3413,BB,Control,A,0.884
3414,BB,Control,B,0.889
3415,BB,Control,C,0.887
3416,BB,Control,D,0.849
3417,BB,Control,A,0.891
3418,BB,Control,B,0.892
3419,BB,Control,C,0.886
3420,BB,Control,D,0.838
3421,BB,Control,A,0.891
3422,BB,Control,B,0.891
3423,BB,Control,C,0.888
3424,BB,Control,D,0.847
3425,BB,Control,A,0.888
3426,BB,Control,B,0.883
3427,BB,Control,C,0.892
3428,BB,Control,D,0.85
3429,BB,Control,A,0.892
3430,BB,Control,B,0.892
3431,BB,Control,C,0.892
3432,BB,Control,D,0.848
3433,BB,Control,A,0.883
3434,BB,Control,B,0.889
3435,BB,Control,C,0.891
3436,BB,Control,D,0.824
3437,BB,Control,A,0.883
3438,BB,Control,B,0.885
3439,BB,Control,C,0.883
3440,BB,Control,D,0.847
3441,BB,Control,A,0.883
3442,BB,Control,B,0.89
3443,BB,Control,C,0.884
3444,BB,Control,D,0.828
3445,BB,Control,A,0.888
3446,BB,Control,B,0.892
3447,BB,Control,C,0.886
3448,BB,Control,D,0.824
3449,BB,Control,A,0.885
3450,BB,Control,B,0.885
3451,BB,Control,C,0.892
3452,BB,Control,D,0.853
3453,BB,Control,A,0.888
3454,BB,Control,B,0.892
3455,BB,Control,C,0.885
3456,BB,Control,D,0.832
3457,BB,Control,A,0.884
3458,BB,Control,B,0.891
3459,BB,Control,C,0.892
3460,BB,Control,D,0.851
3461,BB,Control,A,0.89
3462,BB,Control,B,0.887
3463,BB,Control,C,0.883
3464,BB,Control,D,0.844
3465,BB,Control,A,0.891
3466,BB,Control,B,0.889
3467,BB,Control,C,0.891
3468,BB,Control,D,0.848
3469,BB,Control,A,0.884
3470,BB,Control,B,0.892
3471,BB,Control,C,0.89
3472,BB,Control,D,0.852
3473,BB,Control,A,0.885
3474,BB,Control,B,0.892
3475,BB,Control,C,0.884
3476,BB,Control,D,0.85
3477,BB,Control,A,0.883
3478,BB,Control,B,0.891
3479,BB,Control,C,0.892
3480,BB,Control,D,0.848
3481,BB,Control,A,0.884
3482,BB,Control,B,0.892
3483,BB,Control,C,0.891
3484,BB,Control,D,0.85
3485,BB,Control,A,0.891
3486,BB,Control,B,0.892
3487,BB,Control,C,0.891
3488,BB,Control,D,0.852
3489,BB,Control,A,0.884
3490,BB,Control,B,0.883
3491,BB,Control,C,0.891
3492,BB,Control,D,0.827
3493,BB,Control,A,0.884
3494,BB,Control,B,0.883
3495,BB,Control,C,0.891
3496,BB,Control,D,0.842
3497,BB,Control,A,0.892
3498,BB,Control,B,0.892
3499,BB,Control,C,0.883
3500,BB,Control,D,0.851
3501,BB,Control,A,0.891
3502,BB,Control,B,0.887
3503,BB,Control,C,0.891
3504,BB,Control,D,0.854
3505,BB,Control,A,0.886
3506,BB,Control,B,0.892
3507,BB,Control,C,0.89
3508,BB,Control,D,0.85
3509,BB,Control,A,0.883
3510,BB,Control,B,0.891
3511,BB,Control,C,0.886
3512,BB,Control,D,0.852
3513,BB,Control,A,0.891
3514,BB,Control,B,0.891
3515,BB,Control,C,0.883
3516,BB,Control,D,0.848
3517,BB,Control,A,0.892
3518,BB,Control,B,0.883
3519,BB,Control,C,0.889
3520,BB,Control,D,0.86
3521,BB,Control,A,0.886
3522,BB,Control,B,0.885
3523,BB,Control,C,0.884
3524,BB,Control,D,0.852
3525,BB,Control,A,0.886
3526,BB,Control,B,0.883
3527,BB,Control,C,0.891
3528,BB,Control,D,0.851
3529,BB,Control,A,0.891
3530,BB,Control,B,0.883
3531,BB,Control,C,0.885
3532,BB,Control,D,0.857
3533,BB,Control,A,0.883
3534,BB,Control,B,0.891
3535,BB,Control,C,0.89
3536,BB,Control,D,0.826
3537,BB,Control,A,0.886
3538,BB,Control,B,0.892
3539,BB,Control,C,0.891
3540,BB,Control,D,0.829
3541,BB,Control,A,0.889
3542,BB,Control,B,0.89
3543,BB,Control,C,0.883
3544,BB,Control,D,0.858
3545,BB,Control,A,0.891
3546,BB,Control,B,0.883
3547,BB,Control,C,0.883
3548,BB,Control,D,0.848
3549,BB,Control,A,0.892
3550,BB,Control,B,0.89
3551,BB,Control,C,0.886
3552,BB,Control,D,0.833
3553,BB,Control,A,0.884
3554,BB,Control,B,0.892
3555,BB,Control,C,0.886
3556,BB,Control,D,0.851
3557,BB,Control,A,0.884
3558,BB,Control,B,0.883
3559,BB,Control,C,0.888
3560,BB,Control,D,0.855
3561,BB,Control,A,0.89
3562,BB,Control,B,0.885
3563,BB,Control,C,0.884
3564,BB,Control,D,0.855
3565,BB,Control,A,0.889
3566,BB,Control,B,0.891
3567,BB,Control,C,0.889
3568,BB,Control,D,0.85
3569,BB,Control,A,0.892
3570,BB,Control,B,0.892
3571,BB,Control,C,0.883
3572,BB,Control,D,0.859
3573,BB,Control,A,0.891
3574,BB,Control,B,0.883
3575,BB,Control,C,0.887
3576,BB,Control,D,0.859
3577,BB,Control,A,0.891
3578,BB,Control,B,0.891
3579,BB,Control,C,0.883
3580,BB,Control,D,0.838
3581,BB,Control,A,0.892
3582,BB,Control,B,0.889
3583,BB,Control,C,0.891
3584,BB,Control,D,0.843
3585,BB,Control,A,0.888
3586,BB,Control,B,0.891
3587,BB,Control,C,0.892
3588,BB,Control,D,0.846
3589,BB,Control,A,0.884
3590,BB,Control,B,0.891
3591,BB,Control,C,0.89
3592,BB,Control,D,0.856
3593,BB,Control,A,0.883
3594,BB,Control,B,0.892
3595,BB,Control,C,0.884
3596,BB,Control,D,0.852
3597,BB,Control,A,0.889
3598,BB,Control,B,0.891
3599,BB,Control,C,0.886
3600,BB,Control,D,0.846
3601,BB,Control,A,0.89
3602,BB,Control,B,0.884
3603,BB,Control,C,0.892
3604,BB,Control,D,0.851
3605,BB,Control,A,0.892
3606,BB,Control,B,0.888
3607,BB,Control,C,0.885
3608,BB,Control,D,0.851
3609,BB,Control,A,0.883
3610,BB,Control,B,0.884
3611,BB,Control,C,0.891
3612,BB,Control,D,0.846
3613,BB,Control,A,0.883
3614,BB,Control,B,0.883
3615,BB,Control,C,0.889
3616,BB,Control,D,0.848
3617,BB,Control,A,0.891
3618,BB,Control,B,0.89
3619,BB,Control,C,0.884
3620,BB,Control,D,0.848
3621,BB,Control,A,0.892
3622,BB,Control,B,0.89
3623,BB,Control,C,0.884
3624,BB,Control,D,0.841
3625,BB,Control,A,0.883
3626,BB,Control,B,0.892
3627,BB,Control,C,0.891
3628,BB,Control,D,0.853
3629,BB,Control,A,0.885
3630,BB,Control,B,0.883
3631,BB,Control,C,0.886
3632,BB,Control,D,0.858
3633,BB,Control,A,0.884
3634,BB,Control,B,0.892
3635,BB,Control,C,0.888
3636,BB,Control,D,0.843
3637,BB,Control,A,0.883
3638,BB,Control,B,0.883
3639,BB,Control,C,0.889
3640,BB,Control,D,0.842
3641,BB,Control,A,0.891
3642,BB,Control,B,0.891
3643,BB,Control,C,0.883
3644,BB,Control,D,0.849
3645,BB,Control,A,0.891
3646,BB,Control,B,0.89
3647,BB,Control,C,0.883
3648,BB,Control,D,0.846
3649,BB,Control,A,0.883
3650,BB,Control,B,0.891
3651,BB,Control,C,0.884
3652,BB,Control,D,0.851
3653,BB,Control,A,0.89
3654,BB,Control,B,0.883
3655,BB,Control,C,0.883
3656,BB,Control,D,0.851
3657,BB,Control,A,0.89
3658,BB,Control,B,0.892
3659,BB,Control,C,0.892
3660,BB,Control,D,0.846
3661,BB,Control,A,0.884
3662,BB,Control,B,0.884
3663,BB,Control,C,0.886
3664,BB,Control,D,0.849
3665,BB,Control,A,0.883
3666,BB,Control,B,0.891
3667,BB,Control,C,0.891
3668,BB,Control,D,0.841
3669,BB,Control,A,0.884
3670,BB,Control,B,0.889
3671,BB,Control,C,0.891
3672,BB,Control,D,0.849
3673,BB,Control,A,0.891
3674,BB,Control,B,0.89
3675,BB,Control,C,0.892
3676,BB,Control,D,0.839
3677,BB,Control,A,0.89
3678,BB,Control,B,0.891
3679,BB,Control,C,0.891
3680,BB,Control,D,0.842
3681,BB,Control,A,0.89
3682,BB,Control,B,0.89
3683,BB,Control,C,0.891
3684,BB,Control,D,0.83
3685,BB,Control,A,0.885
3686,BB,Control,B,0.883
3687,BB,Control,C,0.887
3688,BB,Control,D,0.837
3689,BB,Control,A,0.892
3690,BB,Control,B,0.887
3691,BB,Control,C,0.884
3692,BB,Control,D,0.857
3693,BB,Control,A,0.892
3694,BB,Control,B,0.883
3695,BB,Control,C,0.892
3696,BB,Control,D,0.854
3697,BB,Control,A,0.886
3698,BB,Control,B,0.892
3699,BB,Control,C,0.892
3700,BB,Control,D,0.847
3701,BB,Control,A,0.892
3702,BB,Control,B,0.883
3703,BB,Control,C,0.884
3704,BB,Control,D,0.845
3705,BB,Control,A,0.892
3706,BB,Control,B,0.887
3707,BB,Control,C,0.891
3708,BB,Control,D,0.852
3709,BB,Control,A,0.891
3710,BB,Control,B,0.892
3711,BB,Control,C,0.892
3712,BB,Control,D,0.85
3713,BB,Control,A,0.885
3714,BB,Control,B,0.885
3715,BB,Control,C,0.886
3716,BB,Control,D,0.856
3717,BB,Control,A,0.891
3718,BB,Control,B,0.889
3719,BB,Control,C,0.888
3720,BB,Control,D,0.848
3721,BB,Control,A,0.885
3722,BB,Control,B,0.891
3723,BB,Control,C,0.886
3724,BB,Control,D,0.835
3725,BB,Control,A,0.89
3726,BB,Control,B,0.891
3727,BB,Control,C,0.883
3728,BB,Control,D,0.86
3729,BB,Control,A,0.884
3730,BB,Control,B,0.884
3731,BB,Control,C,0.883
3732,BB,Control,D,0.847
3733,BB,Control,A,0.891
3734,BB,Control,B,0.888
3735,BB,Control,C,0.891
3736,BB,Control,D,0.845
3737,BB,Control,A,0.888
3738,BB,Control,B,0.891
3739,BB,Control,C,0.886
3740,BB,Control,D,0.855
3741,BB,Control,A,0.888
3742,BB,Control,B,0.886
3743,BB,Control,C,0.884
3744,BB,Control,D,0.838
3745,BB,Control,A,0.889
3746,BB,Control,B,0.886
3747,BB,Control,C,0.885
3748,BB,Control,D,0.837
3749,BB,Control,A,0.883
3750,BB,Control,B,0.883
3751,BB,Control,C,0.892
3752,BB,Control,D,0.845
3753,BB,Control,A,0.883
3754,BB,Control,B,0.89
3755,BB,Control,C,0.89
3756,BB,Control,D,0.834
3757,BB,Control,A,0.887
3758,BB,Control,B,0.891
3759,BB,Control,C,0.885
3760,BB,Control,D,0.855
3761,BB,Control,A,0.891
3762,BB,Control,B,0.886
3763,BB,Control,C,0.89
3764,BB,Control,D,0.85
3765,BB,Control,A,0.891
3766,BB,Control,B,0.883
3767,BB,Control,C,0.883
3768,BB,Control,D,0.852
3769,BB,Control,A,0.892
3770,BB,Control,B,0.883
3771,BB,Control,C,0.883
3772,BB,Control,D,0.834
3773,BB,Control,A,0.891
3774,BB,Control,B,0.892
3775,BB,Control,C,0.887
3776,BB,Control,D,0.824
3777,BB,Control,A,0.892
3778,BB,Control,B,0.883
3779,BB,Control,C,0.883
3780,BB,Control,D,0.846
3781,BB,Control,A,0.892
3782,BB,Control,B,0.892
3783,BB,Control,C,0.891
3784,BB,Control,D,0.848
3785,BB,Control,A,0.887
3786,BB,Control,B,0.884
3787,BB,Control,C,0.884
3788,BB,Control,D,0.822
3789,BB,Control,A,0.887
3790,BB,Control,B,0.89
3791,BB,Control,C,0.883
3792,BB,Control,D,0.847
3793,BB,Control,A,0.884
3794,BB,Control,B,0.891
3795,BB,Control,C,0.891
3796,BB,Control,D,0.846
3797,BB,Control,A,0.884
3798,BB,Control,B,0.883
3799,BB,Control,C,0.884
3800,BB,Control,D,0.84
3801,BB,Control,A,0.883
3802,BB,Control,B,0.892
3803,BB,Control,C,0.891
3804,BB,Control,D,0.854
3805,BB,Control,A,0.885
3806,BB,Control,B,0.884
3807,BB,Control,C,0.884
3808,BB,Control,D,0.849
3809,BB,Control,A,0.883
3810,BB,Control,B,0.883
3811,BB,Control,C,0.889
3812,BB,Control,D,0.856
3813,BB,Control,A,0.892
3814,BB,Control,B,0.891
3815,BB,Control,C,0.888
3816,BB,Control,D,0.847
3817,BB,Control,A,0.89
3818,BB,Control,B,0.883
3819,BB,Control,C,0.883
3820,BB,Control,D,0.83
3821,BB,Control,A,0.891
3822,BB,Control,B,0.888
3823,BB,Control,C,0.888
3824,BB,Control,D,0.844
3825,BB,Control,A,0.884
3826,BB,Control,B,0.886
3827,BB,Control,C,0.889
3828,BB,Control,D,0.845
3829,BB,Control,A,0.885
3830,BB,Control,B,0.888
3831,BB,Control,C,0.891
3832,BB,Control,D,0.852
3833,BB,Control,A,0.889
3834,BB,Control,B,0.891
3835,BB,Control,C,0.884
3836,BB,Control,D,0.85
3837,BB,Control,A,0.885
3838,BB,Control,B,0.891
3839,BB,Control,C,0.883
3840,BB,Control,D,0.852
3841,BB,Control,A,0.886
3842,BB,Control,B,0.887
3843,BB,Control,C,0.883
3844,BB,Control,D,0.852
3845,BB,Control,A,0.883
3846,BB,Control,B,0.884
3847,BB,Control,C,0.889
3848,BB,Control,D,0.853
3849,BB,Control,A,0.89
3850,BB,Control,B,0.892
3851,BB,Control,C,0.883
3852,BB,Control,D,0.852
3853,BB,Control,A,0.886
3854,BB,Control,B,0.887
3855,BB,Control,C,0.891
3856,BB,Control,D,0.848
3857,BB,Control,A,0.883
3858,BB,Control,B,0.89
3859,BB,Control,C,0.886
3860,BB,Control,D,0.837
3861,BB,Control,A,0.888
3862,BB,Control,B,0.883
3863,BB,Control,C,0.891
3864,BB,Control,D,0.844
3865,BB,Control,A,0.884
3866,BB,Control,B,0.891
3867,BB,Control,C,0.885
3868,BB,Control,D,0.859
3869,BB,Control,A,0.891
3870,BB,Control,B,0.891
3871,BB,Control,C,0.888
3872,BB,Control,D,0.85
3873,BB,Control,A,0.887
3874,BB,Control,B,0.892
3875,BB,Control,C,0.884
3876,BB,Control,D,0.859
3877,BB,Control,A,0.883
3878,BB,Control,B,0.891
3879,BB,Control,C,0.89
3880,BB,Control,D,0.843
3881,BB,Control,A,0.892
3882,BB,Control,B,0.883
3883,BB,Control,C,0.883
3884,BB,Control,D,0.858
3885,BB,Control,A,0.887
3886,BB,Control,B,0.887
3887,BB,Control,C,0.883
3888,BB,Control,D,0.84
3889,BB,Control,A,0.885
3890,BB,Control,B,0.892
3891,BB,Control,C,0.891
3892,BB,Control,D,0.845
3893,BB,Control,A,0.889
3894,BB,Control,B,0.887
3895,BB,Control,C,0.884
3896,BB,Control,D,0.847
3897,BB,Control,A,0.891
3898,BB,Control,B,0.892
3899,BB,Control,C,0.891
3900,BB,Control,D,0.845
3901,BB,Control,A,0.89
3902,BB,Control,B,0.883
3903,BB,Control,C,0.887
3904,BB,Control,D,0.85
3905,BB,Control,A,0.891
3906,BB,Control,B,0.883
3907,BB,Control,C,0.883
3908,BB,Control,D,0.847
3909,BB,Control,A,0.891
3910,BB,Control,B,0.89
3911,BB,Control,C,0.884
3912,BB,Control,D,0.826
3913,BB,Control,A,0.887
3914,BB,Control,B,0.891
3915,BB,Control,C,0.891
3916,BB,Control,D,0.84
3917,BB,Control,A,0.891
3918,BB,Control,B,0.887
3919,BB,Control,C,0.885
3920,BB,Control,D,0.844
3921,BB,Control,A,0.891
3922,BB,Control,B,0.883
3923,BB,Control,C,0.887
3924,BB,Control,D,0.844
3925,BB,Control,A,0.889
3926,BB,Control,B,0.892
3927,BB,Control,C,0.883
3928,BB,Control,D,0.845
3929,BB,Control,A,0.891
3930,BB,Control,B,0.887
3931,BB,Control,C,0.891
3932,BB,Control,D,0.85
3933,BB,Control,A,0.884
3934,BB,Control,B,0.892
3935,BB,Control,C,0.883
3936,BB,Control,D,0.848
3937,BB,Control,A,0.887
3938,BB,Control,B,0.883
3939,BB,Control,C,0.891
3940,BB,Control,D,0.837
3941,BB,Control,A,0.883
3942,BB,Control,B,0.89
3943,BB,Control,C,0.883
3944,BB,Control,D,0.851
3945,BB,Control,A,0.891
3946,BB,Control,B,0.889
3947,BB,Control,C,0.889
3948,BB,Control,D,0.846
3949,BB,Control,A,0.885
3950,BB,Control,B,0.887
3951,BB,Control,C,0.89
3952,BB,Control,D,0.832
3953,BB,Control,A,0.889
3954,BB,Control,B,0.891
3955,BB,Control,C,0.892
3956,BB,Control,D,0.856
3957,BB,Control,A,0.888
3958,BB,Control,B,0.892
3959,BB,Control,C,0.89
3960,BB,Control,D,0.839
3961,BB,Control,A,0.884
3962,BB,Control,B,0.891
3963,BB,Control,C,0.885
3964,BB,Control,D,0.859
3965,BB,Control,A,0.884
3966,BB,Control,B,0.891
3967,BB,Control,C,0.892
3968,BB,Control,D,0.829
3969,BB,Control,A,0.885
3970,BB,Control,B,0.883
3971,BB,Control,C,0.891
3972,BB,Control,D,0.826
3973,BB,Control,A,0.888
3974,BB,Control,B,0.885
3975,BB,Control,C,0.883
3976,BB,Control,D,0.854
3977,BB,Control,A,0.885
3978,BB,Control,B,0.885
3979,BB,Control,C,0.892
3980,BB,Control,D,0.854
3981,BB,Control,A,0.884
3982,BB,Control,B,0.883
3983,BB,Control,C,0.892
3984,BB,Control,D,0.833
3985,BB,Control,A,0.883
3986,BB,Control,B,0.889
3987,BB,Control,C,0.884
3988,BB,Control,D,0.854
3989,BB,Control,A,0.892
3990,BB,Control,B,0.884
3991,BB,Control,C,0.89
3992,BB,Control,D,0.854
3993,BB,Control,A,0.884
3994,BB,Control,B,0.885
3995,BB,Control,C,0.891
3996,BB,Control,D,0.86
3997,BB,Control,A,0.892
3998,BB,Control,B,0.887
3999,BB,Control,C,0.892
4000,BB,Control,D,0.852
4001,BB,Control,A,0.883
4002,BB,Control,B,0.89
4003,BB,Control,C,0.883
4004,BB,Control,D,0.835
4005,BB,Control,A,0.883
4006,BB,Control,B,0.892
4007,BB,Control,C,0.884
4008,BB,Control,D,0.838
4009,BB,Control,A,0.886
4010,BB,Control,B,0.891
4011,BB,Control,C,0.891
4012,BB,Control,D,0.849
4013,BB,Control,A,0.891
4014,BB,Control,B,0.89
4015,BB,Control,C,0.89
4016,BB,Control,D,0.849
4017,BB,Control,A,0.887
4018,BB,Control,B,0.883
4019,BB,Control,C,0.889
4020,BB,Control,D,0.85
4021,BB,Control,A,0.89
4022,BB,Control,B,0.891
4023,BB,Control,C,0.89
4024,BB,Control,D,0.848
4025,BB,Control,A,0.885
4026,BB,Control,B,0.886
4027,BB,Control,C,0.883
4028,BB,Control,D,0.838
4029,BB,Control,A,0.89
4030,BB,Control,B,0.891
4031,BB,Control,C,0.886
4032,BB,Control,D,0.859
4033,BB,Control,A,0.887
4034,BB,Control,B,0.89
4035,BB,Control,C,0.892
4036,BB,Control,D,0.849
4037,BB,Control,A,0.884
4038,BB,Control,B,0.889
4039,BB,Control,C,0.884
4040,BB,Control,D,0.836
4041,BB,Control,A,0.886
4042,BB,Control,B,0.89
4043,BB,Control,C,0.883
4044,BB,Control,D,0.848
4045,BB,Control,A,0.883
4046,BB,Control,B,0.883
4047,BB,Control,C,0.891
4048,BB,Control,D,0.839
4049,BB,Control,A,0.892
4050,BB,Control,B,0.885
4051,BB,Control,C,0.883
4052,BB,Control,D,0.849
4053,BB,Control,A,0.892
4054,BB,Control,B,0.892
4055,BB,Control,C,0.891
4056,BB,Control,D,0.842
4057,BB,Control,A,0.892
4058,BB,Control,B,0.889
4059,BB,Control,C,0.891
4060,BB,Control,D,0.855
4061,BB,Control,A,0.888
4062,BB,Control,B,0.887
4063,BB,Control,C,0.891
4064,BB,Control,D,0.854
4065,BB,Control,A,0.892
4066,BB,Control,B,0.885
4067,BB,Control,C,0.888
4068,BB,Control,D,0.848
4069,BB,Control,A,0.884
4070,BB,Control,B,0.887
4071,BB,Control,C,0.891
4072,BB,Control,D,0.834
4073,BB,Control,A,0.883
4074,BB,Control,B,0.883
4075,BB,Control,C,0.883
4076,BB,Control,D,0.852
4077,BB,Control,A,0.892
4078,BB,Control,B,0.884
4079,BB,Control,C,0.887
4080,BB,Control,D,0.844
4081,BB,Control,A,0.883
4082,BB,Control,B,0.889
4083,BB,Control,C,0.883
4084,BB,Control,D,0.829
4085,BB,Control,A,0.891
4086,BB,Control,B,0.883
4087,BB,Control,C,0.883
4088,BB,Control,D,0.848
4089,BB,Control,A,0.888
4090,BB,Control,B,0.885
4091,BB,Control,C,0.888
4092,BB,Control,D,0.849
4093,BB,Control,A,0.891
4094,BB,Control,B,0.883
4095,BB,Control,C,0.891
4096,BB,Control,D,0.843
4097,BB,Control,A,0.884
4098,BB,Control,B,0.883
4099,BB,Control,C,0.892
4100,BB,Control,D,0.838
4101,BB,Control,A,0.883
4102,BB,Control,B,0.884
4103,BB,Control,C,0.892
4104,BB,Control,D,0.832
4105,BB,Control,A,0.891
4106,BB,Control,B,0.89
4107,BB,Control,C,0.891
4108,BB,Control,D,0.848
4109,BB,Control,A,0.883
4110,BB,Control,B,0.89
4111,BB,Control,C,0.884
4112,BB,Control,D,0.853
4113,BB,Control,A,0.888
4114,BB,Control,B,0.885
4115,BB,Control,C,0.891
4116,BB,Control,D,0.845
4117,BB,Control,A,0.89
4118,BB,Control,B,0.892
4119,BB,Control,C,0.889
4120,BB,Control,D,0.851
4121,BB,Control,A,0.888
4122,BB,Control,B,0.888
4123,BB,Control,C,0.883
4124,BB,Control,D,0.846
4125,BB,Control,A,0.888
